id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
30377994,Spacious Sunny Lake Merritt 1/1 House w/parking,15637520,Jane,,Cleveland Heights,37.80654,-122.24767,Entire home/apt,112,2,225,2025-09-06,2.78,2,12,28,
30498132,Beautiful apartment w/ backyard (newly remodeled),5556039,Ardavan,,Fairfax,37.78129,-122.20394,Entire home/apt,130,2,12,2024-04-01,0.15,1,365,0,
30763287,"Quiet, Comfortable, Clean & Central Location",147060,Jonathan,,Bushrod,37.84435,-122.26249,Entire home/apt,,4,64,2025-09-23,0.82,1,1,9,
30790031,"Spacious, modern, exec home with beautiful views!",229919041,Kenneth,,Caballo Hills,37.77926,-122.16252,Entire home/apt,258,3,0,,,1,351,0,
30824666,The Rockridge Cottage,3322908,Sam,,Rockridge,37.84363,-122.24987,Entire home/apt,138,2,312,2025-09-16,3.80,1,244,47,
30828209,Attractive Hillside California Bungalow!,4106045,Emily,,Glenview,37.80785,-122.22129,Entire home/apt,,7,11,2025-06-15,0.14,1,0,1,
30881741,"Cozy, Quiet Home Just off of Bustling Piedmont Ave",15395647,John,,Piedmont Avenue,37.82728,-122.25063,Entire home/apt,115,21,16,2025-07-17,0.21,1,148,3,
30907159,DrFrank's Bohemian Hideaway,271687227,Darlene,,Shafter,37.83981,-122.25427,Entire home/apt,,5,152,2025-02-08,1.86,1,0,6,
31016968,Designer Grand Lake - Huge Outdoor Oasis + Jacuzzi,8762245,Camiel,,Grand Lake,37.81658,-122.24557,Entire home/apt,143,3,37,2025-09-03,0.53,3,220,5,
31088971,Private guesthouse near Mills College,21766683,Angel,,Bancroft Business-Havenscourt,37.76758,-122.18562,Entire home/apt,,3,63,2025-06-24,0.77,1,0,3,
31159489,STYLISH & EXCLUSIVE HOME,230670970,Jenuine,,Upper Rockridge,37.85023,-122.23724,Entire home/apt,460,5,12,2024-05-14,0.16,10,79,0,
31195131,Lakeside Retreat  (w/ private parking),169811221,Kirk,,Lakewide,37.8025,-122.26284,Entire home/apt,113,2,298,2025-08-17,3.74,1,64,34,
31256864,Magical Bay View in Oakland Hills,64010475,Jonathan,,Piedmont Pines,37.82565,-122.19599,Entire home/apt,280,2,165,2025-09-21,2.15,1,343,32,
31411612,Lower Piedmont Heights - An Upscale Experience!,6766438,Bonnitta Mignon,,Trestle Glen,37.81179,-122.23632,Entire home/apt,200,2,93,2025-09-07,1.23,1,114,34,
31573572,"Cozy room w/ parking, washer/dryer in gated home",56772384,Judith,,Upper Laurel,37.78851439173802,-122.19346210978166,Private room,58,7,63,2023-10-15,0.80,1,260,0,
31717295,Cozy Studio near Oakland Airport and Coliseum,166142104,Taylor,,Webster,37.75209,-122.17029,Entire home/apt,63,2,215,2025-09-15,2.65,1,84,16,
31828420,Private Retreat in the Heart of Rockridge,148998639,Katie,,Fairview Park,37.8491,-122.25472,Entire home/apt,272,2,91,2025-09-08,1.16,1,242,15,
31833273,IIIII  Cozy Vacation Casita with Views IIIII,20270674,Gina,,Millsmont,37.77906,-122.17744,Entire home/apt,116,2,71,2025-09-11,0.88,4,247,14,
31841040,Delightful Apt - 5 Min from BART/ SF/Oakland DT,10173518,Nancy,,South Prescott,37.80577,-122.29724,Entire home/apt,105,2,67,2025-07-21,0.84,4,10,3,
31884472,A  bright comfy room,71165744,Alice,,Hoover-Foster,37.82422,-122.27591,Private room,,3,26,2023-08-30,0.32,2,0,0,
31908504,Bungalow Charm/ Hip Hood / 5 min walk to BART,239209399,Hilary,,Temescal,37.83041,-122.26265,Entire home/apt,173,1,79,2022-09-11,0.99,1,159,0,
31984701,"A nice place to stay (Near shops, food and BART)",226392791,Tev,,Piedmont Avenue,37.82804,-122.25448,Entire home/apt,106,3,156,2025-08-20,1.93,1,114,21,
31996853,Stylish Cute and Comfy Studio of your very own!,8191760,Daniel,,Harrington,37.7843,-122.21078,Entire home/apt,,28,79,2023-07-30,0.98,5,77,0,
32020256,Elegant Craftsman Home - Minutes From UC Berkeley,104005819,Zachary,,Rockridge,37.84054,-122.24968,Entire home/apt,396,3,70,2025-09-19,0.95,1,281,17,
32070272,Walk to Lake Merritt from this Studio!,25828323,Shimrit,,Oakland Ave-Harrison St,37.81585,-122.2591,Entire home/apt,113,2,207,2025-08-31,2.57,4,264,15,
32107019,"Private Garden Studio, fast wifi near Bart",240861872,Victor,,Mosswood,37.82367,-122.26163,Entire home/apt,93,1,310,2025-08-22,3.89,1,234,29,
32267002,Charming in-law retreat w/patio & scenic garden,231495143,Nancy,,Oakmore,37.80947,-122.20993,Entire home/apt,117,1,149,2025-08-31,1.91,1,148,22,
32280845,Oakland Retreat within Redwood Heights,171129126,Catherine,,Redwood Heights,37.80145,-122.19098,Entire home/apt,111,3,97,2025-07-06,1.21,1,334,5,
32285964,"Cozy, spacious and private unit. Central location",11952732,Jocelyn,,Longfellow,37.83177,-122.2717,Entire home/apt,,2,22,2025-07-28,0.30,3,0,7,
32367245,Perched High above street with View,8191760,Daniel,,Harrington,37.78431,-122.21191,Entire home/apt,90,31,25,2021-01-31,0.32,5,89,0,
32410085,Cool Urban Room & Bath,216158349,Tina,,South Kennedy Tract,37.77227,-122.23093,Private room,86,1,25,2025-05-05,0.32,2,365,1,
32573729,El Nido—a Magnificent Victorian Home,7592606,Francisco Javier,,Clinton,37.79697,-122.24964,Entire home/apt,118,3,223,2025-09-13,2.80,5,69,19,
32585577,Modern Cottage—walk to Park Blvd Restaurants,4859491,Rebecca,,Glenview,37.80536,-122.22323,Entire home/apt,105,3,142,2025-08-31,1.91,1,164,22,
32607841,Rockridge Guesthouse,45989339,Molly,,Rockridge,37.84362,-122.25527,Entire home/apt,153,3,51,2025-06-28,0.64,1,117,7,
32610133,"Cozy, Private Backyard Studio in Soothing Shades of Gray",241586451,Liriola And Ramsey,,Santa Fe,37.8395,-122.2723,Entire home/apt,85,3,267,2025-09-07,3.35,1,238,32,
32633158,Cozy Clean Private Cottage,245340301,Alonya,,Frick,37.77346,-122.18729,Entire home/apt,59,4,99,2025-09-10,1.24,2,167,16,
32675093,Oakland House Bedroom 2,104267163,Lenora,,Leona Heights,37.78197,-122.17326,Private room,100,7,1,2019-10-27,0.01,2,362,0,
32744436,2 Br/1Bath Bright-Spacious Flat-Lake Merritt,88498573,Carlos,,Cleveland Heights,37.80497,-122.24664,Entire home/apt,179,2,166,2025-09-21,2.09,1,303,27,
32813879,"Oakland. Super Location 2bdrm. Parking, Walk 2BART",150865969,B.,,Mosswood,37.827606201171875,-122.26031494140625,Entire home/apt,164,4,157,2025-09-21,1.98,2,58,20,
32846537,Cozy Tiny Container W/Rooftop • Near San Francisco,175153447,Cathy And Donald,,Clawson,37.82479,-122.27938,Entire home/apt,78,2,271,2025-08-31,3.40,6,363,26,
32940616,Cozy 2 Bdrm/1.5 Ba Apt with Parking- Lake Merritt,102150635,Eva,,Cleveland Heights,37.80086,-122.2492,Entire home/apt,108,2,179,2025-09-07,2.34,1,52,28,
33139286,Modern 3 level home-Gourmet Kitchen 3 BD Rockridge,2487909,Jae,,Fairview Park,37.84771,-122.25948,Entire home/apt,304,3,74,2025-09-21,1.48,1,239,15,
33224176,Hillside Hideaway near Claremont Hotel,12358404,Kate,,Panoramic Hill,37.86447,-122.23525,Entire home/apt,192,3,150,2025-08-18,1.90,1,173,24,
33268702,"New, Bright, Modern House near Campus/BART",1347286,Mike,,Bushrod,37.85131,-122.26289,Entire home/apt,,14,0,,,1,0,0,
33459541,"Room in Sunny, Art-Filled Oakland Loft",6703142,Anne,,Golden Gate,37.8415,-122.28597,Private room,70,2,155,2025-08-31,2.02,1,212,34,
33468541,"Green, Charming, & Spacious 2BR apartment w/views",34881171,Jasleen,,Upper Rockridge,37.83481,-122.22139,Entire home/apt,152,2,109,2023-07-31,1.39,1,206,0,
33496288,California Mediteranean with San Francisco Views!,69276527,Nicole,,Oakmore,37.81259,-122.21233,Entire home/apt,483,5,4,2024-06-28,0.05,1,86,0,
33612858,Landmark Cathedral Building,9229054,Lucretia,,Downtown,37.80523,-122.27072,Private room,95,3,12,2021-09-29,0.16,1,173,0,
33621031,Tranquil Room in Spacious Flat- Walk to BART,1556814,Tamra,,San Pablo Gateway,37.8103,-122.27273,Private room,70,30,27,2025-08-23,0.35,13,338,1,
33639834,Bright and Spacious 2 Bedroom Apt. Family Friendly,253514662,Jennifer,,Lakeshore,37.81197738647461,-122.24418640136719,Entire home/apt,145,2,146,2025-09-15,1.88,1,311,16,
33667839,Cozy Chic + Comfortable in Oakland,3514,Jennifer,,Shafter,37.83882,-122.26232,Entire home/apt,80,3,53,2025-08-29,0.67,7,254,3,
33752947,Private room by OAK Airport& BART Coliseum,104764125,Marwen,,Bancroft Business-Havenscourt,37.76655,-122.18206,Private room,47,3,39,2025-02-11,0.50,1,365,4,
33835011,Beautiful Home w/ Large Backyard near San Fran,2249460,Carrie,,Eastmont Hills,37.77168,-122.16428,Entire home/apt,,7,5,2022-08-05,0.07,1,0,0,
33858104,Modern Lake Merritt Beauty Sleeps 4,382335,Karina,,Ivy Hill,37.79770278930664,-122.24784088134766,Entire home/apt,110,2,171,2025-09-17,2.20,1,18,32,
33915370,Architectural Gem Mid Century Modern in the Trees,16114931,Amelia,,Oakmore,37.81601,-122.2039,Entire home/apt,304,2,139,2025-09-08,1.81,2,49,36,
33949318,"Newly built, high ceiling, single story house",4538761,Suzanne,,Gaskill,37.83998,-122.2789,Entire home/apt,113,2,86,2025-09-22,3.55,1,139,45,
33963462,The Noyo Nest - MidCenturyModern Stunning View’s,10588032,Colleen,,Woodminster,37.80531,-122.18674,Entire home/apt,111,7,84,2025-06-02,1.08,1,210,4,
33996999,Bedroom with Separate Entrance and Shared Bath,48422,Keith,,McClymonds,37.81574,-122.27781,Private room,38,30,19,2025-07-30,0.27,9,363,3,
34180815,Delightful Studio by Lakeshore Ave.,7858294,Wendy,,Trestle Glen,37.81125,-122.23801,Entire home/apt,86,2,54,2025-07-27,0.70,1,89,3,
34193447,Affordable Big Sunny and Cozy 2 Bedroom in Oakland,19473537,Georgia,,Ivy Hill,37.79776,-122.2472,Entire home/apt,87,4,0,,,4,365,0,
34201074,Cozy Room in a House on a Hill,258210478,Charles,,Fremont,37.77749,-122.20598,Private room,,1,3,2025-03-05,0.04,1,0,1,
34232453,Sunny 3 bedroom one exit from Lake Merritt,201678053,Daniel,,Tuxedo,37.79855,-122.22892,Entire home/apt,159,2,127,2025-09-10,1.64,1,314,5,
34387144,The Garden,83803255,Anna,,Oak Center,37.80953,-122.2772,Entire home/apt,72,2,163,2025-09-20,2.13,4,356,12,
34576673,Urban oasis in a vibrant neighborhood,1035188,Sandra,,Piedmont,37.82203,-122.24701,Entire home/apt,95,28,35,2025-09-14,0.47,1,306,10,
34596783,Relaxed and Spacious 2 BR Apartment with a Patio,2338477,Roland,,Pill Hill,37.81853,-122.27,Entire home/apt,93,1,69,2025-08-01,0.94,1,360,6,
34597699,Large bedroom in lovely sunny rooftop apartment,14601343,,,Oakland Ave-Harrison St,37.8194,-122.25852,Private room,,2,16,2022-08-15,0.21,2,0,0,
34681646,Peaceful 2 Bedroom Sanctuary -Easy Access to SF,1556814,Tamra,,Chabot Park,37.74913,-122.12948,Entire home/apt,200,3,8,2025-09-02,0.11,13,365,2,
34790946,🌿 The L I L Y  P A D 🌿| Tiny Living | Urban Oasis,4624994,Albena,,Golden Gate,37.83791,-122.28421,Entire home/apt,119,3,116,2025-09-19,1.51,6,350,18,
34871939,Charming 2 Bedroom Apartment,56135832,Richard,,Hoover-Foster,37.81903,-122.27217,Entire home/apt,99,1,126,2025-07-28,1.64,2,353,10,
34978029,Bright spacious loft 2+rms Oakland/Emeryville,8740388,Tara,,Longfellow,37.832096,-122.277313,Entire home/apt,199,30,14,2024-08-31,0.20,1,91,0,
35289931,Balcony View of the Bay - 2 bed 2 bath,122136368,Michael,,Montclair,37.83437,-122.20232,Entire home/apt,279,2,93,2025-09-07,1.22,1,37,11,
35390065,Cute North Oakland House,14298884,Jonathan,,Bushrod,37.84285,-122.26702,Entire home/apt,,2,21,2020-02-07,0.27,1,0,0,
35453156,"3BD/2BA Emeryville/Oakland near BART, mins to SF",997574,Crystal,,Longfellow,37.82607,-122.2706,Entire home/apt,167,2,185,2025-09-07,2.50,2,77,28,
35453157,"2BD/2BA Emeryville/Oakland near BART, mins to SF",997574,Crystal,,Longfellow,37.82849,-122.27262,Entire home/apt,148,2,124,2025-08-31,1.67,2,86,19,
35466447,Spectacular Sky-Home: Mid/Long-Term Stays,4149940,Robert,,Lake Merritt,37.80736,-122.25482,Entire home/apt,165,60,0,,,1,359,0,
35499156,Private room in Casa Zapata,23684657,Claudia,,Upper Laurel,37.79047,-122.19539,Private room,86,2,5,2024-06-25,0.14,1,365,0,
35775336,Modern Queen Bed Suite! SecretGarden: East Bay Zen,2852,Natasha,,Oakmore,37.80819,-122.20747,Entire home/apt,121,2,114,2025-09-20,1.50,1,55,3,
35850931,"Elegance, Comfort and Bay Views",22178415,Esteban,,Fairfax,37.77821,-122.20019,Entire home/apt,152,14,58,2025-07-03,0.76,5,147,3,
35905856,"Bay  Breeze, Views & Stars",22178415,Esteban,,Fairfax,37.77818,-122.20003,Entire home/apt,,10,21,2025-08-24,0.35,5,118,8,
35963276,Modern one bedroom garden apartment,115175494,Aaron,,Golden Gate,37.84059,-122.28311,Entire home/apt,120,7,88,2025-09-21,1.16,1,202,13,
35972878,Penthouse with sweeping views in West Oakland,10306844,Domingo,,Ralph Bunche,37.81471,-122.28751,Entire home/apt,90,30,5,2021-06-25,0.07,1,116,0,
36041158,Cozy studio apartment in the heart of Adams Point!,117219035,Adrien,,Oakland Ave-Harrison St,37.81727,-122.25999,Entire home/apt,,5,9,2019-08-28,0.12,1,0,0,
36146879,Cozy Room in Trendy West Oakland Renovated House,48422,Keith,,McClymonds,37.81666,-122.27761,Private room,33,20,23,2025-05-30,0.31,9,329,3,
36181330,Youngs Homes Co-Ed,38287855,Ianya,,Longfellow,37.83613,-122.27559,Private room,45,5,3,2023-08-05,0.10,4,364,0,
36274772,Serene Montclair 1BR Apt | King Bed + Parking,99685402,Shailey,,Shepherd Canyon,37.83239,-122.19745,Entire home/apt,115,2,132,2025-09-22,1.76,7,330,33,
36300796,4+br/2ba house near OaklandAirport & RaiderStadium,206014558,Daisy,,Sobrante Park,37.73074,-122.17576,Entire home/apt,180,3,17,2025-02-17,0.23,4,229,2,
36316014,Charming room A near public transportation,16854917,Sharon,,Old City-Produce And Waterfront,37.80117,-122.27397,Private room,52,6,75,2025-06-17,1.00,3,356,7,
36316987,Charming room B near public transportation,16854917,Sharon,,Chinatown,37.80135,-122.27247,Private room,52,6,71,2025-05-25,0.94,3,355,4,
36317475,Charming room C near public transportation,16854917,Sharon,,Prescott,37.81443,-122.30848,Private room,62,6,16,2023-07-17,0.21,3,365,0,
36385324,Redwood Sanctuary Oakland Hills,19993507,Anthony,,Oakmore,37.81084,-122.2027,Entire home/apt,100,2,509,2025-09-19,7.12,1,43,57,
36489557,5br/3ba house near OaklandAirport & RaiderStadium,206014558,Daisy,,Sobrante Park,37.72960781274041,-122.1762893702363,Entire home/apt,180,3,19,2025-08-09,0.38,4,133,1,
36697280,Private Kitchen & Bath/Gated parking/30 min to SF,20413176,John,,Saint Elizabeth,37.77646,-122.2164,Entire home/apt,77,2,104,2025-09-08,1.38,1,241,10,
36736988,Private Room For Rent In Victorian Home Queen Bed,275783723,Bipin,,Clinton,37.79352,-122.24472,Private room,48,3,8,2023-09-10,0.11,2,177,0,
36775562,Gorgeous Grand Lake 4 Bed Outdoor Dream  Fire Pit,17201532,Christy & Greg,,Grand Lake,37.8199,-122.24907,Entire home/apt,,6,4,2024-06-22,0.05,1,0,0,
37124086,Great location WestOakland big private room!,270407997,Tshaka,,Prescott,37.81347,-122.29958,Private room,150,1,0,,,1,364,0,
37432538,Play House in an Oakland House!,9434134,Daniel,,McClymonds,37.81774,-122.27983,Entire home/apt,133,2,43,2025-08-11,0.58,1,70,7,
37600573,Charming apartment in irresistible Rockridge,13467172,Jon,,Shafter,37.83921,-122.25553,Entire home/apt,80,5,23,2025-04-24,0.32,1,80,4,
37744895,Rockridge Urban Retreat,285359338,Keith,,Fairview Park,37.85057,-122.25988,Entire home/apt,150,6,18,2025-05-04,0.26,1,274,2,
37783988,PrivateTemescal CraftsmanCottage,97825584,Julie,,Bushrod,37.84062576293945,-122.26753997802734,Entire home/apt,110,2,101,2025-08-20,1.40,1,238,16,
37831550,Updated in-law unit in Bushrod,5381274,Cristina,,Bushrod,37.8481,-122.26587,Entire home/apt,92,5,48,2025-08-01,0.66,1,197,10,
37862281,Sunny Neighborhood Apartment in Oakland Hills,217316543,Samantha,,Glenview,37.80841,-122.21686,Entire home/apt,102,3,185,2025-09-16,2.50,3,40,38,
37951038,Brand New Designer Row Home (3BR),5928036,Patrick,,Grand Lake,37.81621,-122.25097,Entire home/apt,242,3,147,2025-09-11,1.98,1,318,24,
38028889,Cozy quiet neighborhood refreshed 1970s building.,288550885,Terry,,Oakmore,37.80593,-122.21012,Private room,59,2,17,2024-10-16,0.25,1,344,1,
38160049,Hike-in Bay Views Cabin w HotTub,6887520,Danielle,,Sheffield Village,37.73389,-122.13217,Entire home/apt,194,1,325,2025-09-10,8.78,2,249,113,
38160576,Garden  house,225154137,Angel,,Laurel,37.78831,-122.19658,Entire home/apt,216,1,175,2025-09-21,3.21,8,332,23,
38162267,"Sweet  room w/ private parking, shared bath",225154137,Angel,,Upper Laurel,37.79024,-122.19442,Private room,63,1,49,2025-02-02,0.67,8,150,2,
38163186,"Cozy room w/ private parking, shared bath",225154137,Angel,,Upper Laurel,37.78844,-122.19565,Private room,63,1,54,2025-04-28,0.73,8,240,3,
38164461,"Comfortable room w/ private parking, shared bath",225154137,Angel,,Upper Laurel,37.79042,-122.19516,Private room,63,1,17,2023-11-26,0.23,8,150,0,
38167540,"Spacious room w/ private parking, shared bath",225154137,Angel,,Upper Laurel,37.79061,-122.1954,Private room,63,1,44,2025-09-22,0.60,8,237,3,
38191033,Cozy Downtown Studio,35424833,Brittney,,San Pablo Gateway,37.80592,-122.27429,Entire home/apt,77,7,32,2025-02-19,0.44,5,127,3,
38232358,"Cozy master room w/ private parking, private bath",225154137,Angel,,Upper Laurel,37.78848,-122.19471,Private room,73,1,127,2025-09-16,1.73,8,240,20,
38234176,Quiet In-law apartment in the lower Oakland hills,17962539,Jeff,,Glenview,37.80927,-122.21858,Entire home/apt,126,3,1,2019-09-30,0.01,1,88,0,
38263870,"Quiet Garden, Bay View Studio",290797539,Sandra,,Eastmont Hills,37.76963,-122.16423,Entire home/apt,102,7,87,2025-08-14,1.30,1,312,5,
38303625,"Private, Detached,  Urban Creekside Studio.",291220760,Sinead,,Upper Dimond,37.80368,-122.21599,Entire home/apt,83,4,299,2025-09-07,4.16,1,302,46,
38381440,West Oakland Room in Renovated 110 year old home,48422,Keith,,McClymonds,37.81648,-122.27749,Private room,38,30,19,2025-06-29,0.28,9,86,2,
38478275,"Upstairs bedroom in household, private full bath",25182396,Michele,,Crocker Highland,37.81298,-122.23108,Private room,,1,0,,,3,0,0,
38498180,Private room  Near to downtown oakland !!!,183015582,Gloria,,Oak Center,37.81036,-122.28716,Private room,58,3,3,2023-08-24,0.11,3,179,0,
38540525,Cozy & Convenient 1br Condo in Piedmont,64250300,AnB,,Oakland Ave-Harrison St,37.82144,-122.25485,Entire home/apt,131,2,0,,,1,88,0,
38578828,Montclair in Oakland Hills. 4 bedrm 2 Bath w/Suite,150865969,B.,,Montclair,37.831,-122.21408,Entire home/apt,177,5,55,2025-08-31,0.86,2,63,5,
38604439,Lake Merritt Pad,294724077,Melsons,,Cleveland Heights,37.80415,-122.25102,Entire home/apt,143,2,10,2023-09-25,0.14,3,268,0,
38639419,Comfortable home near Coliseum,23937597,Sarah,,Bancroft Business-Havenscourt,37.76774,-122.18691,Entire home/apt,97,3,27,2025-05-24,0.71,1,136,13,
38645880,Charming Apartment Oakland Hills,217316543,Samantha,,Glenview,37.80856,-122.21692,Entire home/apt,102,4,128,2025-09-08,1.75,3,54,27,
38752070,Autumn Sale! Garden Oasis at Casa de las Palmas,210654,Mercedes,,Sausal Creek,37.78774503046125,-122.22258241299907,Entire home/apt,140,28,14,2025-09-12,0.20,2,179,7,
38881936,Summer-house/OASIS on quiet street in ROCKRIDGE!,39562017,Dave,,Upper Rockridge,37.84404,-122.24363,Entire home/apt,276,1,110,2025-08-07,1.52,1,328,19,
38911024,Luxurious House Beautiful Views on Claremont Hills,15461378,Amin,,Merriwood,37.85891,-122.21768,Entire home/apt,1766,90,3,2020-06-30,0.05,1,358,0,
39034971,Peaceful Room in Craftsman Bungalow Near BART,11952732,Jocelyn,,Longfellow,37.83166,-122.27337,Private room,72,1,49,2025-09-11,0.69,3,3,28,
39040829,Family home*free parking*spacious pvt yrd w patio,299207115,Odessa,,Arroyo Viejo,37.75892,-122.17955,Entire home/apt,181,4,23,2025-01-04,0.32,3,88,1,
39168562,Private Room For Rent Queen Bed  Room G,275783723,Bipin,,Clinton,37.79546,-122.24616,Private room,52,5,3,2023-01-09,0.04,2,177,0,
39177044,Sunny & Stylish Back Bungalow,267498795,Maura,,Piedmont Avenue,37.82901,-122.25283,Entire home/apt,,2,37,2025-05-21,0.52,1,0,5,
39178917,Claremont Hills Haven!,2764647,Malcolm,,Claremont,37.85999,-122.24303,Entire home/apt,247,3,121,2025-09-19,1.67,2,192,15,
39226628,Chambers Comfort 2,301050358,Jessie,,Columbia Gardens,37.73271,-122.19351,Entire home/apt,106,2,5,2020-02-13,0.07,2,365,0,
39331140,The Succulent Studio in the Oakland hills,931346,Ibrahim,,Sequoyah,37.75912,-122.14765,Entire home/apt,65,30,10,2025-05-17,0.22,1,154,2,
39417720,Plush 2BD/2BA Home @ W. Oakland BART - 7 min to SF,8124065,William,,South Prescott,37.80384,-122.29645,Entire home/apt,116,3,102,2025-09-10,1.43,2,353,19,
39485814,Charming spacious two bedroom with an awesome view,22884535,Dirk,,Golf Links,37.76366,-122.16178,Entire home/apt,145,2,7,2025-08-03,0.10,1,4,3,
39670902,Light Filled 1 BR Apartment in Heart of Temescal,15698767,Laura,,Temescal,37.82922,-122.25999,Entire home/apt,116,2,317,2025-09-22,4.43,1,282,46,
39782053,Grand Modern Studio in Downtown! Nearby Bart!,76050077,Alexander Hour Kim,,Old City-Produce And Waterfront,37.80068,-122.27497,Entire home/apt,74,3,60,2025-08-10,0.84,7,256,12,
39842936,The Gallery Room - West Oakland,3518,Traci,,Prescott,37.81045,-122.29354,Private room,90,1,5,2025-01-02,0.12,7,0,1,
39863089,Lulu's Place: a safe gated retreat min to Downtown,52954335,Jonathan,,Woodminster,37.80466,-122.1839,Entire home/apt,180,2,118,2025-09-21,1.69,1,127,14,
39869942,Cozy 1 BR street-level hideaway.,2089195,Florence,,Temescal,37.83225,-122.26126,Entire home/apt,96,2,132,2025-09-15,1.84,1,137,21,
39874110,CozyOak Studio,37241035,Kenya,,Redwood Heights,37.79145,-122.19098,Entire home/apt,82,2,155,2025-07-22,2.23,1,250,9,
39916662,Comfy Family-Friendly 2BR Near Piedmont w/ Parking,21622240,Hans,,Piedmont Avenue,37.825,-122.2501,Entire home/apt,117,2,141,2025-09-14,2.29,3,227,23,
39928311,Cool Studio in Oakland Private with full kitchen,8191760,Daniel,,Harrington,37.78509,-122.21218,Entire home/apt,59,30,17,2025-03-23,0.24,5,69,1,
39970730,Charming Rockridge Apartment Close to Everything!,28262284,Christine,,Fairview Park,37.84512,-122.2581,Entire home/apt,151,7,29,2025-07-29,0.41,1,171,3,
40059515,Garden Guest Cottage in Sunny Oakland,5620947,Sara,,Upper Dimond,37.79857,-122.2012,Entire home/apt,99,2,28,2025-09-07,0.40,1,73,2,
40192343,Rockridge home w/ hot tub 1/2 block to College Ave,29387386,Mark,,Fairview Park,37.84574,-122.25527,Entire home/apt,141,2,38,2025-09-14,1.43,2,88,18,
40350988,Charming 1 Bedroom with private Balcony,15066039,Sara,,Allendale,37.78651,-122.20502,Entire home/apt,,3,4,2023-11-06,0.15,1,0,0,
40487995,Quiet Oakland Studio Near Piedmont Ave,21622240,Hans,,Piedmont Avenue,37.82694,-122.25032,Entire home/apt,73,2,203,2025-09-19,2.91,3,73,14,
40492007,Cozy Temescal Landing Zone,189795601,Alison,,Temescal,37.83549,-122.26281,Entire home/apt,120,1,1,2024-05-14,0.06,1,358,0,
40569230,"Lovely 10 beds, $39 per person entire place booked",23869776,Sanelle,,Fremont,37.7727,-122.20505,Entire home/apt,297,3,2,2025-08-04,0.04,4,89,1,
40681684,"Quiet, Elegant Apartment With Beautiful Views",640728,Jordan,,Upper Rockridge,37.8365,-122.23178,Entire home/apt,137,3,44,2025-08-03,0.64,1,279,6,
40737145,Skyline Retreat with Spectacular Bay Views,316291643,Edmond,,Skyline-Hillcrest Estates,37.78818,-122.15231,Entire home/apt,289,28,24,2024-12-29,0.34,1,119,2,
40838292,Guest Cottage,123109712,Gregory,,Upper Dimond,37.80049,-122.20708,Entire home/apt,85,10,4,2023-08-31,0.06,1,98,0,
40839702,Trendy Modern Temescal Studio Close to Bart Kaiser,48422,Keith,,Mosswood,37.82362,-122.26372,Entire home/apt,73,30,210,2025-08-20,3.01,9,283,13,
40902228,"~Share this epic mansion, Private room (or rooms)!",6722695,Elliot,,Clinton,37.79396,-122.24192,Private room,,28,11,2022-10-15,0.20,28,0,0,
40989412,A peaceful place to call home when away from home.,77982772,Brittney,,Bushrod,37.84278,-122.26751,Private room,81,1,0,,,1,263,0,
41025960,"""Cabin Feel"" Home near the 580",108773416,Diane,,Dimond,37.79756,-122.20806,Entire home/apt,89,2,13,2025-05-31,0.24,1,138,9,
41034923,Light-filled Spacious Studio and Gardens,3419611,Sundee,,Santa Fe,37.84307,-122.27264,Entire home/apt,122,20,83,2025-08-17,1.19,4,342,12,
41046295,Light-filled spacious home with lovely gardens,3419611,Sundee,,Santa Fe,37.84471,-122.27125,Entire home/apt,211,28,13,2023-11-24,0.19,4,43,0,
41098396,Mansion! Private room+shared massive common areas,6722695,Elliot,,Highland Terrace,37.79424,-122.24035,Private room,,3,4,2021-07-18,0.06,28,0,0,
41207354,Spacious Wooded Get-Away,323338089,Mary,,Sequoyah,37.76507,-122.13548,Entire home/apt,135,31,17,2025-07-31,0.26,1,363,2,
41210993,Dreamy Bay Area Escape with Two Balconies,44973187,Mike,,Laurel,37.79393,-122.20242,Entire home/apt,114,2,18,2022-08-15,0.36,1,269,0,
41297957,Garden stay for your Bay adventure,56878637,Teri,,Glenview,37.80604,-122.21718,Entire home/apt,135,2,96,2025-08-12,1.38,1,324,19,
41325003,"Sunset Spa Suite w/private patio, views & parking",5707603,Marianne,,Oakmore,37.81483,-122.20913,Entire home/apt,139,1,961,2025-09-22,13.81,2,229,161,
41326553,Airstream Oakland,33947347,Justin,,Eastmont Hills,37.7714,-122.16763,Entire home/apt,73,1,151,2025-04-02,2.18,2,11,3,
41345661,Anchor Cottage,177980847,Nancy,,Lincoln Highlands,37.8044,-122.20934,Entire home/apt,151,1,72,2025-08-03,1.04,1,179,6,
41453836,Newly Renovated 2 Bedroom Private Apartment Unit 1,326210633,Susan,,Upper Laurel,37.78566,-122.18846,Entire home/apt,101,1,114,2025-08-31,1.65,4,362,7,
41565390,Fabulous Rockridge Getaway-Walk To Everything!,36911051,Clarice Marie,,Upper Rockridge,37.84573,-122.2433,Entire home/apt,,5,43,2024-03-31,0.63,2,0,0,
41718852,Jewel-box Studio near Lake Merritt. Work station,7592606,Francisco Javier,,Clinton,37.79711,-122.25058,Entire home/apt,,3,149,2025-05-18,2.19,5,20,16,
